Date_Key,Date,Day,Month,Month_Name,Quarter,Year,Week_Number,Day_Name,Is_Weekend,Financial_Year
20201217,2020-12-17,17,12,December,Q4,2020,51,Thursday,No,2020-21
20201218,2020-12-18,18,12,December,Q4,2020,51,Friday,No,2020-21
20201219,2020-12-19,19,12,December,Q4,2020,51,Saturday,Yes,2020-21
20201220,2020-12-20,20,12,December,Q4,2020,51,Sunday,Yes,2020-21
20201221,2020-12-21,21,12,December,Q4,2020,52,Monday,No,2020-21
20201222,2020-12-22,22,12,December,Q4,2020,52,Tuesday,No,2020-21
20201223,2020-12-23,23,12,December,Q4,2020,52,Wednesday,No,2020-21
20201224,2020-12-24,24,12,December,Q4,2020,52,Thursday,No,2020-21
20201225,2020-12-25,25,12,December,Q4,2020,52,Friday,No,2020-21
20201226,2020-12-26,26,12,December,Q4,2020,52,Saturday,Yes,2020-21
20201227,2020-12-27,27,12,December,Q4,2020,52,Sunday,Yes,2020-21
20201228,2020-12-28,28,12,December,Q4,2020,53,Monday,No,2020-21
20201229,2020-12-29,29,12,December,Q4,2020,53,Tuesday,No,2020-21
20201230,2020-12-30,30,12,December,Q4,2020,53,Wednesday,No,2020-21
20201231,2020-12-31,31,12,December,Q4,2020,53,Thursday,No,2020-21
20210101,2021-01-01,1,1,January,Q1,2021,53,Friday,No,2020-21
20210102,2021-01-02,2,1,January,Q1,2021,53,Saturday,Yes,2020-21
20210103,2021-01-03,3,1,January,Q1,2021,53,Sunday,Yes,2020-21
20210104,2021-01-04,4,1,January,Q1,2021,1,Monday,No,2020-21
20210105,2021-01-05,5,1,January,Q1,2021,1,Tuesday,No,2020-21
20210106,2021-01-06,6,1,January,Q1,2021,1,Wednesday,No,2020-21
20210107,2021-01-07,7,1,January,Q1,2021,1,Thursday,No,2020-21
20210108,2021-01-08,8,1,January,Q1,2021,1,Friday,No,2020-21
20210109,2021-01-09,9,1,January,Q1,2021,1,Saturday,Yes,2020-21
20210110,2021-01-10,10,1,January,Q1,2021,1,Sunday,Yes,2020-21
20210111,2021-01-11,11,1,January,Q1,2021,2,Monday,No,2020-21
20210112,2021-01-12,12,1,January,Q1,2021,2,Tuesday,No,2020-21
20210113,2021-01-13,13,1,January,Q1,2021,2,Wednesday,No,2020-21
20210114,2021-01-14,14,1,January,Q1,2021,2,Thursday,No,2020-21
20210115,2021-01-15,15,1,January,Q1,2021,2,Friday,No,2020-21
20210116,2021-01-16,16,1,January,Q1,2021,2,Saturday,Yes,2020-21
20210117,2021-01-17,17,1,January,Q1,2021,2,Sunday,Yes,2020-21
20210118,2021-01-18,18,1,January,Q1,2021,3,Monday,No,2020-21
20210119,2021-01-19,19,1,January,Q1,2021,3,Tuesday,No,2020-21
20210120,2021-01-20,20,1,January,Q1,2021,3,Wednesday,No,2020-21
20210121,2021-01-21,21,1,January,Q1,2021,3,Thursday,No,2020-21
20210122,2021-01-22,22,1,January,Q1,2021,3,Friday,No,2020-21
20210123,2021-01-23,23,1,January,Q1,2021,3,Saturday,Yes,2020-21
20210124,2021-01-24,24,1,January,Q1,2021,3,Sunday,Yes,2020-21
20210125,2021-01-25,25,1,January,Q1,2021,4,Monday,No,2020-21
20210126,2021-01-26,26,1,January,Q1,2021,4,Tuesday,No,2020-21
20210127,2021-01-27,27,1,January,Q1,2021,4,Wednesday,No,2020-21
20210128,2021-01-28,28,1,January,Q1,2021,4,Thursday,No,2020-21
20210129,2021-01-29,29,1,January,Q1,2021,4,Friday,No,2020-21
20210130,2021-01-30,30,1,January,Q1,2021,4,Saturday,Yes,2020-21
20210131,2021-01-31,31,1,January,Q1,2021,4,Sunday,Yes,2020-21
20210201,2021-02-01,1,2,February,Q1,2021,5,Monday,No,2020-21
20210202,2021-02-02,2,2,February,Q1,2021,5,Tuesday,No,2020-21
20210203,2021-02-03,3,2,February,Q1,2021,5,Wednesday,No,2020-21
20210204,2021-02-04,4,2,February,Q1,2021,5,Thursday,No,2020-21
20210205,2021-02-05,5,2,February,Q1,2021,5,Friday,No,2020-21
20210206,2021-02-06,6,2,February,Q1,2021,5,Saturday,Yes,2020-21
20210207,2021-02-07,7,2,February,Q1,2021,5,Sunday,Yes,2020-21
20210208,2021-02-08,8,2,February,Q1,2021,6,Monday,No,2020-21
20210209,2021-02-09,9,2,February,Q1,2021,6,Tuesday,No,2020-21
20210210,2021-02-10,10,2,February,Q1,2021,6,Wednesday,No,2020-21
20210211,2021-02-11,11,2,February,Q1,2021,6,Thursday,No,2020-21
20210212,2021-02-12,12,2,February,Q1,2021,6,Friday,No,2020-21
20210213,2021-02-13,13,2,February,Q1,2021,6,Saturday,Yes,2020-21
20210214,2021-02-14,14,2,February,Q1,2021,6,Sunday,Yes,2020-21
20210215,2021-02-15,15,2,February,Q1,2021,7,Monday,No,2020-21
20210216,2021-02-16,16,2,February,Q1,2021,7,Tuesday,No,2020-21
20210217,2021-02-17,17,2,February,Q1,2021,7,Wednesday,No,2020-21
20210218,2021-02-18,18,2,February,Q1,2021,7,Thursday,No,2020-21
20210219,2021-02-19,19,2,February,Q1,2021,7,Friday,No,2020-21
20210220,2021-02-20,20,2,February,Q1,2021,7,Saturday,Yes,2020-21
20210221,2021-02-21,21,2,February,Q1,2021,7,Sunday,Yes,2020-21
20210222,2021-02-22,22,2,February,Q1,2021,8,Monday,No,2020-21
20210223,2021-02-23,23,2,February,Q1,2021,8,Tuesday,No,2020-21
20210224,2021-02-24,24,2,February,Q1,2021,8,Wednesday,No,2020-21
20210225,2021-02-25,25,2,February,Q1,2021,8,Thursday,No,2020-21
20210226,2021-02-26,26,2,February,Q1,2021,8,Friday,No,2020-21
20210227,2021-02-27,27,2,February,Q1,2021,8,Saturday,Yes,2020-21
20210228,2021-02-28,28,2,February,Q1,2021,8,Sunday,Yes,2020-21
20210301,2021-03-01,1,3,March,Q1,2021,9,Monday,No,2020-21
20210302,2021-03-02,2,3,March,Q1,2021,9,Tuesday,No,2020-21
20210303,2021-03-03,3,3,March,Q1,2021,9,Wednesday,No,2020-21
20210304,2021-03-04,4,3,March,Q1,2021,9,Thursday,No,2020-21
20210305,2021-03-05,5,3,March,Q1,2021,9,Friday,No,2020-21
20210306,2021-03-06,6,3,March,Q1,2021,9,Saturday,Yes,2020-21
20210307,2021-03-07,7,3,March,Q1,2021,9,Sunday,Yes,2020-21
20210308,2021-03-08,8,3,March,Q1,2021,10,Monday,No,2020-21
20210309,2021-03-09,9,3,March,Q1,2021,10,Tuesday,No,2020-21
20210310,2021-03-10,10,3,March,Q1,2021,10,Wednesday,No,2020-21
20210311,2021-03-11,11,3,March,Q1,2021,10,Thursday,No,2020-21
20210312,2021-03-12,12,3,March,Q1,2021,10,Friday,No,2020-21
20210313,2021-03-13,13,3,March,Q1,2021,10,Saturday,Yes,2020-21
20210314,2021-03-14,14,3,March,Q1,2021,10,Sunday,Yes,2020-21
20210315,2021-03-15,15,3,March,Q1,2021,11,Monday,No,2020-21
20210316,2021-03-16,16,3,March,Q1,2021,11,Tuesday,No,2020-21
20210317,2021-03-17,17,3,March,Q1,2021,11,Wednesday,No,2020-21
20210318,2021-03-18,18,3,March,Q1,2021,11,Thursday,No,2020-21
20210319,2021-03-19,19,3,March,Q1,2021,11,Friday,No,2020-21
20210320,2021-03-20,20,3,March,Q1,2021,11,Saturday,Yes,2020-21
20210321,2021-03-21,21,3,March,Q1,2021,11,Sunday,Yes,2020-21
20210322,2021-03-22,22,3,March,Q1,2021,12,Monday,No,2020-21
20210323,2021-03-23,23,3,March,Q1,2021,12,Tuesday,No,2020-21
20210324,2021-03-24,24,3,March,Q1,2021,12,Wednesday,No,2020-21
20210325,2021-03-25,25,3,March,Q1,2021,12,Thursday,No,2020-21
20210326,2021-03-26,26,3,March,Q1,2021,12,Friday,No,2020-21
20210327,2021-03-27,27,3,March,Q1,2021,12,Saturday,Yes,2020-21
20210328,2021-03-28,28,3,March,Q1,2021,12,Sunday,Yes,2020-21
20210329,2021-03-29,29,3,March,Q1,2021,13,Monday,No,2020-21
20210330,2021-03-30,30,3,March,Q1,2021,13,Tuesday,No,2020-21
20210331,2021-03-31,31,3,March,Q1,2021,13,Wednesday,No,2020-21
20210401,2021-04-01,1,4,April,Q2,2021,13,Thursday,No,2021-22
20210402,2021-04-02,2,4,April,Q2,2021,13,Friday,No,2021-22
20210403,2021-04-03,3,4,April,Q2,2021,13,Saturday,Yes,2021-22
20210404,2021-04-04,4,4,April,Q2,2021,13,Sunday,Yes,2021-22
20210405,2021-04-05,5,4,April,Q2,2021,14,Monday,No,2021-22
20210406,2021-04-06,6,4,April,Q2,2021,14,Tuesday,No,2021-22
20210407,2021-04-07,7,4,April,Q2,2021,14,Wednesday,No,2021-22
20210408,2021-04-08,8,4,April,Q2,2021,14,Thursday,No,2021-22
20210409,2021-04-09,9,4,April,Q2,2021,14,Friday,No,2021-22
20210410,2021-04-10,10,4,April,Q2,2021,14,Saturday,Yes,2021-22
20210411,2021-04-11,11,4,April,Q2,2021,14,Sunday,Yes,2021-22
20210412,2021-04-12,12,4,April,Q2,2021,15,Monday,No,2021-22
20210413,2021-04-13,13,4,April,Q2,2021,15,Tuesday,No,2021-22
20210414,2021-04-14,14,4,April,Q2,2021,15,Wednesday,No,2021-22
20210415,2021-04-15,15,4,April,Q2,2021,15,Thursday,No,2021-22
20210416,2021-04-16,16,4,April,Q2,2021,15,Friday,No,2021-22
20210417,2021-04-17,17,4,April,Q2,2021,15,Saturday,Yes,2021-22
20210418,2021-04-18,18,4,April,Q2,2021,15,Sunday,Yes,2021-22
20210419,2021-04-19,19,4,April,Q2,2021,16,Monday,No,2021-22
20210420,2021-04-20,20,4,April,Q2,2021,16,Tuesday,No,2021-22
20210421,2021-04-21,21,4,April,Q2,2021,16,Wednesday,No,2021-22
20210422,2021-04-22,22,4,April,Q2,2021,16,Thursday,No,2021-22
20210423,2021-04-23,23,4,April,Q2,2021,16,Friday,No,2021-22
20210424,2021-04-24,24,4,April,Q2,2021,16,Saturday,Yes,2021-22
20210425,2021-04-25,25,4,April,Q2,2021,16,Sunday,Yes,2021-22
20210426,2021-04-26,26,4,April,Q2,2021,17,Monday,No,2021-22
20210427,2021-04-27,27,4,April,Q2,2021,17,Tuesday,No,2021-22
20210428,2021-04-28,28,4,April,Q2,2021,17,Wednesday,No,2021-22
20210429,2021-04-29,29,4,April,Q2,2021,17,Thursday,No,2021-22
20210430,2021-04-30,30,4,April,Q2,2021,17,Friday,No,2021-22
20210501,2021-05-01,1,5,May,Q2,2021,17,Saturday,Yes,2021-22
20210502,2021-05-02,2,5,May,Q2,2021,17,Sunday,Yes,2021-22
20210503,2021-05-03,3,5,May,Q2,2021,18,Monday,No,2021-22
20210504,2021-05-04,4,5,May,Q2,2021,18,Tuesday,No,2021-22
20210505,2021-05-05,5,5,May,Q2,2021,18,Wednesday,No,2021-22
20210506,2021-05-06,6,5,May,Q2,2021,18,Thursday,No,2021-22
20210507,2021-05-07,7,5,May,Q2,2021,18,Friday,No,2021-22
20210508,2021-05-08,8,5,May,Q2,2021,18,Saturday,Yes,2021-22
20210509,2021-05-09,9,5,May,Q2,2021,18,Sunday,Yes,2021-22
20210510,2021-05-10,10,5,May,Q2,2021,19,Monday,No,2021-22
20210511,2021-05-11,11,5,May,Q2,2021,19,Tuesday,No,2021-22
20210512,2021-05-12,12,5,May,Q2,2021,19,Wednesday,No,2021-22
20210513,2021-05-13,13,5,May,Q2,2021,19,Thursday,No,2021-22
20210514,2021-05-14,14,5,May,Q2,2021,19,Friday,No,2021-22
20210515,2021-05-15,15,5,May,Q2,2021,19,Saturday,Yes,2021-22
20210516,2021-05-16,16,5,May,Q2,2021,19,Sunday,Yes,2021-22
20210517,2021-05-17,17,5,May,Q2,2021,20,Monday,No,2021-22
20210518,2021-05-18,18,5,May,Q2,2021,20,Tuesday,No,2021-22
20210519,2021-05-19,19,5,May,Q2,2021,20,Wednesday,No,2021-22
20210520,2021-05-20,20,5,May,Q2,2021,20,Thursday,No,2021-22
20210521,2021-05-21,21,5,May,Q2,2021,20,Friday,No,2021-22
20210522,2021-05-22,22,5,May,Q2,2021,20,Saturday,Yes,2021-22
20210523,2021-05-23,23,5,May,Q2,2021,20,Sunday,Yes,2021-22
20210524,2021-05-24,24,5,May,Q2,2021,21,Monday,No,2021-22
20210525,2021-05-25,25,5,May,Q2,2021,21,Tuesday,No,2021-22
20210526,2021-05-26,26,5,May,Q2,2021,21,Wednesday,No,2021-22
20210527,2021-05-27,27,5,May,Q2,2021,21,Thursday,No,2021-22
20210528,2021-05-28,28,5,May,Q2,2021,21,Friday,No,2021-22
20210529,2021-05-29,29,5,May,Q2,2021,21,Saturday,Yes,2021-22
20210530,2021-05-30,30,5,May,Q2,2021,21,Sunday,Yes,2021-22
20210531,2021-05-31,31,5,May,Q2,2021,22,Monday,No,2021-22
20210601,2021-06-01,1,6,June,Q2,2021,22,Tuesday,No,2021-22
20210602,2021-06-02,2,6,June,Q2,2021,22,Wednesday,No,2021-22
20210603,2021-06-03,3,6,June,Q2,2021,22,Thursday,No,2021-22
20210604,2021-06-04,4,6,June,Q2,2021,22,Friday,No,2021-22
20210605,2021-06-05,5,6,June,Q2,2021,22,Saturday,Yes,2021-22
20210606,2021-06-06,6,6,June,Q2,2021,22,Sunday,Yes,2021-22
20210607,2021-06-07,7,6,June,Q2,2021,23,Monday,No,2021-22
20210608,2021-06-08,8,6,June,Q2,2021,23,Tuesday,No,2021-22
20210609,2021-06-09,9,6,June,Q2,2021,23,Wednesday,No,2021-22
20210610,2021-06-10,10,6,June,Q2,2021,23,Thursday,No,2021-22
20210611,2021-06-11,11,6,June,Q2,2021,23,Friday,No,2021-22
20210612,2021-06-12,12,6,June,Q2,2021,23,Saturday,Yes,2021-22
20210613,2021-06-13,13,6,June,Q2,2021,23,Sunday,Yes,2021-22
20210614,2021-06-14,14,6,June,Q2,2021,24,Monday,No,2021-22
20210615,2021-06-15,15,6,June,Q2,2021,24,Tuesday,No,2021-22
20210616,2021-06-16,16,6,June,Q2,2021,24,Wednesday,No,2021-22
20210617,2021-06-17,17,6,June,Q2,2021,24,Thursday,No,2021-22
20210618,2021-06-18,18,6,June,Q2,2021,24,Friday,No,2021-22
20210619,2021-06-19,19,6,June,Q2,2021,24,Saturday,Yes,2021-22
20210620,2021-06-20,20,6,June,Q2,2021,24,Sunday,Yes,2021-22
20210621,2021-06-21,21,6,June,Q2,2021,25,Monday,No,2021-22
20210622,2021-06-22,22,6,June,Q2,2021,25,Tuesday,No,2021-22
20210623,2021-06-23,23,6,June,Q2,2021,25,Wednesday,No,2021-22
20210624,2021-06-24,24,6,June,Q2,2021,25,Thursday,No,2021-22
20210625,2021-06-25,25,6,June,Q2,2021,25,Friday,No,2021-22
20210626,2021-06-26,26,6,June,Q2,2021,25,Saturday,Yes,2021-22
20210627,2021-06-27,27,6,June,Q2,2021,25,Sunday,Yes,2021-22
20210628,2021-06-28,28,6,June,Q2,2021,26,Monday,No,2021-22
20210629,2021-06-29,29,6,June,Q2,2021,26,Tuesday,No,2021-22
20210630,2021-06-30,30,6,June,Q2,2021,26,Wednesday,No,2021-22
20210701,2021-07-01,1,7,July,Q3,2021,26,Thursday,No,2021-22
20210702,2021-07-02,2,7,July,Q3,2021,26,Friday,No,2021-22
20210703,2021-07-03,3,7,July,Q3,2021,26,Saturday,Yes,2021-22
20210704,2021-07-04,4,7,July,Q3,2021,26,Sunday,Yes,2021-22
20210705,2021-07-05,5,7,July,Q3,2021,27,Monday,No,2021-22
20210706,2021-07-06,6,7,July,Q3,2021,27,Tuesday,No,2021-22
20210707,2021-07-07,7,7,July,Q3,2021,27,Wednesday,No,2021-22
20210708,2021-07-08,8,7,July,Q3,2021,27,Thursday,No,2021-22
20210709,2021-07-09,9,7,July,Q3,2021,27,Friday,No,2021-22
20210710,2021-07-10,10,7,July,Q3,2021,27,Saturday,Yes,2021-22
20210711,2021-07-11,11,7,July,Q3,2021,27,Sunday,Yes,2021-22
20210712,2021-07-12,12,7,July,Q3,2021,28,Monday,No,2021-22
20210713,2021-07-13,13,7,July,Q3,2021,28,Tuesday,No,2021-22
20210714,2021-07-14,14,7,July,Q3,2021,28,Wednesday,No,2021-22
20210715,2021-07-15,15,7,July,Q3,2021,28,Thursday,No,2021-22
20210716,2021-07-16,16,7,July,Q3,2021,28,Friday,No,2021-22
20210717,2021-07-17,17,7,July,Q3,2021,28,Saturday,Yes,2021-22
20210718,2021-07-18,18,7,July,Q3,2021,28,Sunday,Yes,2021-22
20210719,2021-07-19,19,7,July,Q3,2021,29,Monday,No,2021-22
20210720,2021-07-20,20,7,July,Q3,2021,29,Tuesday,No,2021-22
20210721,2021-07-21,21,7,July,Q3,2021,29,Wednesday,No,2021-22
20210722,2021-07-22,22,7,July,Q3,2021,29,Thursday,No,2021-22
20210723,2021-07-23,23,7,July,Q3,2021,29,Friday,No,2021-22
20210724,2021-07-24,24,7,July,Q3,2021,29,Saturday,Yes,2021-22
20210725,2021-07-25,25,7,July,Q3,2021,29,Sunday,Yes,2021-22
20210726,2021-07-26,26,7,July,Q3,2021,30,Monday,No,2021-22
20210727,2021-07-27,27,7,July,Q3,2021,30,Tuesday,No,2021-22
20210728,2021-07-28,28,7,July,Q3,2021,30,Wednesday,No,2021-22
20210729,2021-07-29,29,7,July,Q3,2021,30,Thursday,No,2021-22
20210730,2021-07-30,30,7,July,Q3,2021,30,Friday,No,2021-22
20210731,2021-07-31,31,7,July,Q3,2021,30,Saturday,Yes,2021-22
20210801,2021-08-01,1,8,August,Q3,2021,30,Sunday,Yes,2021-22
20210802,2021-08-02,2,8,August,Q3,2021,31,Monday,No,2021-22
20210803,2021-08-03,3,8,August,Q3,2021,31,Tuesday,No,2021-22
20210804,2021-08-04,4,8,August,Q3,2021,31,Wednesday,No,2021-22
20210805,2021-08-05,5,8,August,Q3,2021,31,Thursday,No,2021-22
20210806,2021-08-06,6,8,August,Q3,2021,31,Friday,No,2021-22
20210807,2021-08-07,7,8,August,Q3,2021,31,Saturday,Yes,2021-22
20210808,2021-08-08,8,8,August,Q3,2021,31,Sunday,Yes,2021-22
20210809,2021-08-09,9,8,August,Q3,2021,32,Monday,No,2021-22
20210810,2021-08-10,10,8,August,Q3,2021,32,Tuesday,No,2021-22
20210811,2021-08-11,11,8,August,Q3,2021,32,Wednesday,No,2021-22
20210812,2021-08-12,12,8,August,Q3,2021,32,Thursday,No,2021-22
20210813,2021-08-13,13,8,August,Q3,2021,32,Friday,No,2021-22
20210814,2021-08-14,14,8,August,Q3,2021,32,Saturday,Yes,2021-22
20210815,2021-08-15,15,8,August,Q3,2021,32,Sunday,Yes,2021-22
20210816,2021-08-16,16,8,August,Q3,2021,33,Monday,No,2021-22
20210817,2021-08-17,17,8,August,Q3,2021,33,Tuesday,No,2021-22
20210818,2021-08-18,18,8,August,Q3,2021,33,Wednesday,No,2021-22
20210819,2021-08-19,19,8,August,Q3,2021,33,Thursday,No,2021-22
20210820,2021-08-20,20,8,August,Q3,2021,33,Friday,No,2021-22
20210821,2021-08-21,21,8,August,Q3,2021,33,Saturday,Yes,2021-22
20210822,2021-08-22,22,8,August,Q3,2021,33,Sunday,Yes,2021-22
20210823,2021-08-23,23,8,August,Q3,2021,34,Monday,No,2021-22
20210824,2021-08-24,24,8,August,Q3,2021,34,Tuesday,No,2021-22
20210825,2021-08-25,25,8,August,Q3,2021,34,Wednesday,No,2021-22
20210826,2021-08-26,26,8,August,Q3,2021,34,Thursday,No,2021-22
20210827,2021-08-27,27,8,August,Q3,2021,34,Friday,No,2021-22
20210828,2021-08-28,28,8,August,Q3,2021,34,Saturday,Yes,2021-22
20210829,2021-08-29,29,8,August,Q3,2021,34,Sunday,Yes,2021-22
20210830,2021-08-30,30,8,August,Q3,2021,35,Monday,No,2021-22
20210831,2021-08-31,31,8,August,Q3,2021,35,Tuesday,No,2021-22
20210901,2021-09-01,1,9,September,Q3,2021,35,Wednesday,No,2021-22
20210902,2021-09-02,2,9,September,Q3,2021,35,Thursday,No,2021-22
20210903,2021-09-03,3,9,September,Q3,2021,35,Friday,No,2021-22
20210904,2021-09-04,4,9,September,Q3,2021,35,Saturday,Yes,2021-22
20210905,2021-09-05,5,9,September,Q3,2021,35,Sunday,Yes,2021-22
20210906,2021-09-06,6,9,September,Q3,2021,36,Monday,No,2021-22
20210907,2021-09-07,7,9,September,Q3,2021,36,Tuesday,No,2021-22
20210908,2021-09-08,8,9,September,Q3,2021,36,Wednesday,No,2021-22
20210909,2021-09-09,9,9,September,Q3,2021,36,Thursday,No,2021-22
20210910,2021-09-10,10,9,September,Q3,2021,36,Friday,No,2021-22
20210911,2021-09-11,11,9,September,Q3,2021,36,Saturday,Yes,2021-22
20210912,2021-09-12,12,9,September,Q3,2021,36,Sunday,Yes,2021-22
20210913,2021-09-13,13,9,September,Q3,2021,37,Monday,No,2021-22
20210914,2021-09-14,14,9,September,Q3,2021,37,Tuesday,No,2021-22
20210915,2021-09-15,15,9,September,Q3,2021,37,Wednesday,No,2021-22
20210916,2021-09-16,16,9,September,Q3,2021,37,Thursday,No,2021-22
20210917,2021-09-17,17,9,September,Q3,2021,37,Friday,No,2021-22
20210918,2021-09-18,18,9,September,Q3,2021,37,Saturday,Yes,2021-22
20210919,2021-09-19,19,9,September,Q3,2021,37,Sunday,Yes,2021-22
20210920,2021-09-20,20,9,September,Q3,2021,38,Monday,No,2021-22
20210921,2021-09-21,21,9,September,Q3,2021,38,Tuesday,No,2021-22
20210922,2021-09-22,22,9,September,Q3,2021,38,Wednesday,No,2021-22
20210923,2021-09-23,23,9,September,Q3,2021,38,Thursday,No,2021-22
20210924,2021-09-24,24,9,September,Q3,2021,38,Friday,No,2021-22
20210925,2021-09-25,25,9,September,Q3,2021,38,Saturday,Yes,2021-22
20210926,2021-09-26,26,9,September,Q3,2021,38,Sunday,Yes,2021-22
20210927,2021-09-27,27,9,September,Q3,2021,39,Monday,No,2021-22
20210928,2021-09-28,28,9,September,Q3,2021,39,Tuesday,No,2021-22
20210929,2021-09-29,29,9,September,Q3,2021,39,Wednesday,No,2021-22
20210930,2021-09-30,30,9,September,Q3,2021,39,Thursday,No,2021-22
20211001,2021-10-01,1,10,October,Q4,2021,39,Friday,No,2021-22
20211002,2021-10-02,2,10,October,Q4,2021,39,Saturday,Yes,2021-22
20211003,2021-10-03,3,10,October,Q4,2021,39,Sunday,Yes,2021-22
20211004,2021-10-04,4,10,October,Q4,2021,40,Monday,No,2021-22
20211005,2021-10-05,5,10,October,Q4,2021,40,Tuesday,No,2021-22
20211006,2021-10-06,6,10,October,Q4,2021,40,Wednesday,No,2021-22
20211007,2021-10-07,7,10,October,Q4,2021,40,Thursday,No,2021-22
20211008,2021-10-08,8,10,October,Q4,2021,40,Friday,No,2021-22
20211009,2021-10-09,9,10,October,Q4,2021,40,Saturday,Yes,2021-22
20211010,2021-10-10,10,10,October,Q4,2021,40,Sunday,Yes,2021-22
20211011,2021-10-11,11,10,October,Q4,2021,41,Monday,No,2021-22
20211012,2021-10-12,12,10,October,Q4,2021,41,Tuesday,No,2021-22
20211013,2021-10-13,13,10,October,Q4,2021,41,Wednesday,No,2021-22
20211014,2021-10-14,14,10,October,Q4,2021,41,Thursday,No,2021-22
20211015,2021-10-15,15,10,October,Q4,2021,41,Friday,No,2021-22
20211016,2021-10-16,16,10,October,Q4,2021,41,Saturday,Yes,2021-22
20211017,2021-10-17,17,10,October,Q4,2021,41,Sunday,Yes,2021-22
20211018,2021-10-18,18,10,October,Q4,2021,42,Monday,No,2021-22
20211019,2021-10-19,19,10,October,Q4,2021,42,Tuesday,No,2021-22
20211020,2021-10-20,20,10,October,Q4,2021,42,Wednesday,No,2021-22
20211021,2021-10-21,21,10,October,Q4,2021,42,Thursday,No,2021-22
20211022,2021-10-22,22,10,October,Q4,2021,42,Friday,No,2021-22
20211023,2021-10-23,23,10,October,Q4,2021,42,Saturday,Yes,2021-22
20211024,2021-10-24,24,10,October,Q4,2021,42,Sunday,Yes,2021-22
20211025,2021-10-25,25,10,October,Q4,2021,43,Monday,No,2021-22
20211026,2021-10-26,26,10,October,Q4,2021,43,Tuesday,No,2021-22
20211027,2021-10-27,27,10,October,Q4,2021,43,Wednesday,No,2021-22
20211028,2021-10-28,28,10,October,Q4,2021,43,Thursday,No,2021-22
20211029,2021-10-29,29,10,October,Q4,2021,43,Friday,No,2021-22
20211030,2021-10-30,30,10,October,Q4,2021,43,Saturday,Yes,2021-22
20211031,2021-10-31,31,10,October,Q4,2021,43,Sunday,Yes,2021-22
20211101,2021-11-01,1,11,November,Q4,2021,44,Monday,No,2021-22
20211102,2021-11-02,2,11,November,Q4,2021,44,Tuesday,No,2021-22
20211103,2021-11-03,3,11,November,Q4,2021,44,Wednesday,No,2021-22
20211104,2021-11-04,4,11,November,Q4,2021,44,Thursday,No,2021-22
20211105,2021-11-05,5,11,November,Q4,2021,44,Friday,No,2021-22
20211106,2021-11-06,6,11,November,Q4,2021,44,Saturday,Yes,2021-22
20211107,2021-11-07,7,11,November,Q4,2021,44,Sunday,Yes,2021-22
20211108,2021-11-08,8,11,November,Q4,2021,45,Monday,No,2021-22
20211109,2021-11-09,9,11,November,Q4,2021,45,Tuesday,No,2021-22
20211110,2021-11-10,10,11,November,Q4,2021,45,Wednesday,No,2021-22
20211111,2021-11-11,11,11,November,Q4,2021,45,Thursday,No,2021-22
20211112,2021-11-12,12,11,November,Q4,2021,45,Friday,No,2021-22
20211113,2021-11-13,13,11,November,Q4,2021,45,Saturday,Yes,2021-22
20211114,2021-11-14,14,11,November,Q4,2021,45,Sunday,Yes,2021-22
20211115,2021-11-15,15,11,November,Q4,2021,46,Monday,No,2021-22
20211116,2021-11-16,16,11,November,Q4,2021,46,Tuesday,No,2021-22
20211117,2021-11-17,17,11,November,Q4,2021,46,Wednesday,No,2021-22
20211118,2021-11-18,18,11,November,Q4,2021,46,Thursday,No,2021-22
20211119,2021-11-19,19,11,November,Q4,2021,46,Friday,No,2021-22
20211120,2021-11-20,20,11,November,Q4,2021,46,Saturday,Yes,2021-22
20211121,2021-11-21,21,11,November,Q4,2021,46,Sunday,Yes,2021-22
20211122,2021-11-22,22,11,November,Q4,2021,47,Monday,No,2021-22
20211123,2021-11-23,23,11,November,Q4,2021,47,Tuesday,No,2021-22
20211124,2021-11-24,24,11,November,Q4,2021,47,Wednesday,No,2021-22
20211125,2021-11-25,25,11,November,Q4,2021,47,Thursday,No,2021-22
20211126,2021-11-26,26,11,November,Q4,2021,47,Friday,No,2021-22
20211127,2021-11-27,27,11,November,Q4,2021,47,Saturday,Yes,2021-22
20211128,2021-11-28,28,11,November,Q4,2021,47,Sunday,Yes,2021-22
20211129,2021-11-29,29,11,November,Q4,2021,48,Monday,No,2021-22
20211130,2021-11-30,30,11,November,Q4,2021,48,Tuesday,No,2021-22
20211201,2021-12-01,1,12,December,Q4,2021,48,Wednesday,No,2021-22
20211202,2021-12-02,2,12,December,Q4,2021,48,Thursday,No,2021-22
20211203,2021-12-03,3,12,December,Q4,2021,48,Friday,No,2021-22
20211204,2021-12-04,4,12,December,Q4,2021,48,Saturday,Yes,2021-22
20211205,2021-12-05,5,12,December,Q4,2021,48,Sunday,Yes,2021-22
20211206,2021-12-06,6,12,December,Q4,2021,49,Monday,No,2021-22
20211207,2021-12-07,7,12,December,Q4,2021,49,Tuesday,No,2021-22
20211208,2021-12-08,8,12,December,Q4,2021,49,Wednesday,No,2021-22
20211209,2021-12-09,9,12,December,Q4,2021,49,Thursday,No,2021-22
20211210,2021-12-10,10,12,December,Q4,2021,49,Friday,No,2021-22
20211211,2021-12-11,11,12,December,Q4,2021,49,Saturday,Yes,2021-22
20211212,2021-12-12,12,12,December,Q4,2021,49,Sunday,Yes,2021-22
