Loan_ID,Date_Key,Customer_ID,Branch_ID,Employee_ID,Loan_Product_ID,Location_ID,Loan_Status_ID,Payment_Method_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Monthly_EMI,Processing_Fee,Insurance_Fee,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_To_Value,Collateral_Value,Outstanding_Balance,Total_Interest,Total_Repayment,Paid_Amount,Late_Fee,Days_Past_Due,Risk_Score,Default_Flag,Approval_Time_Days
LN011157,20191224,CUST35909,BR048,EMP0773,LP014,LOC004,1,4,1894236.65,8.11,120,23092.57,18942.37,4735.59,840426,694,27.19,94.07,2013645.85,2611002.14,876871.3,2771107.96,160105.82,2749,9,10,0,14
LN011158,20190918,CUST01626,BR105,EMP0927,LP030,LOC009,4,5,1382695.5,8.29,360,10426.64,13826.96,3456.74,1994971,519,40.01,75.44,1832841.33,370045.2,2370893.85,3753589.35,3383544.15,2569,19,64,0,11
LN011159,20240728,CUST36834,BR201,EMP0479,LP004,LOC077,3,5,558015.84,17.47,240,8385.01,5580.16,1395.04,611861,502,13.35,90.11,619260.73,87759.63,1454385.99,2012401.84,1924642.2,2064,20,61,0,13
LN011160,20250114,CUST44559,BR069,EMP0119,LP038,LOC035,1,3,4100665.07,14.38,36,140909.03,41006.65,10251.66,2194801,705,33.5,52.53,7806329.85,2310775.29,972060.06,5072725.13,2761949.84,2994,9,20,0,14
LN011161,20210529,CUST38607,BR073,EMP0662,LP029,LOC001,4,3,3934895.0,12.31,36,131278.2,39348.95,9837.24,901096,380,55.69,82.32,4779998.79,3944053.03,791120.05,4726015.06,781962.03,2472,28,100,0,13
LN011162,20250709,CUST42819,BR198,EMP0086,LP010,LOC033,6,5,2643871.52,14.8,120,42331.66,26438.72,6609.68,1647553,504,45.81,71.69,3687922.33,2361916.94,2435927.15,5079798.66,2717881.73,8543,290,68,1,6
LN011163,20220916,CUST15782,BR240,EMP0018,LP028,LOC085,1,5,5000000,14.78,360,62343.47,50000.0,12500.0,1578802,692,34.31,60.99,8198065.26,14423120.5,17443649.16,22443649.16,8020528.66,3722,14,18,0,2
LN011164,20240701,CUST00155,BR188,EMP0389,LP026,LOC100,3,1,625294.93,17.51,48,18208.32,6252.95,1563.24,538718,897,52.59,51.94,1203879.34,751951.94,248704.51,873999.44,122047.5,2789,30,0,0,5
LN011165,20251019,CUST25815,BR123,EMP0618,LP035,LOC024,1,3,2248924.78,13.88,84,41995.94,22489.25,5622.31,615594,538,25.63,69.11,3254123.54,2567741.87,1278733.85,3527658.63,959916.76,432,27,54,0,13
LN011166,20260113,CUST44954,BR135,EMP0864,LP031,LOC028,3,5,5000000,13.87,84,93341.35,50000.0,12500.0,2539763,844,45.93,52.23,9573042.31,5938547.71,2840673.8,7840673.8,1902126.1,4662,7,0,0,15
LN011167,20240329,CUST25503,BR008,EMP0900,LP040,LOC096,1,2,5000000,17.3,36,179011.06,50000.0,12500.0,2811284,487,48.24,81.12,6163708.09,1005090.23,1444398.07,6444398.07,5439307.83,536,6,78,0,8
LN011168,20250915,CUST14353,BR184,EMP0938,LP033,LOC089,4,3,621098.22,14.54,240,7968.25,6210.98,1552.75,375661,673,23.1,87.45,710232.39,681383.11,1291282.68,1912380.9,1230997.79,2133,19,21,0,4
LN011169,20220205,CUST40902,BR039,EMP0754,LP009,LOC031,3,5,3476084.84,14.89,84,66862.81,34760.85,8690.21,731282,693,38.42,44.52,7807917.44,687833.08,2140391.14,5616475.98,4928642.91,3353,28,19,0,11
LN011170,20200427,CUST08965,BR074,EMP0606,LP031,LOC064,4,2,5000000,17.55,120,88649.14,50000.0,12500.0,1103070,737,59.25,86.99,5747787.1,9678653.76,5637896.28,10637896.28,959242.51,1879,11,25,0,6
LN011171,20240102,CUST00237,BR169,EMP0011,LP008,LOC076,3,1,3197143.56,14.11,12,287227.81,31971.44,7992.86,1339894,591,34.26,51.38,6222544.89,2070293.13,249590.11,3446733.67,1376440.55,4388,30,47,0,9
LN011172,20240407,CUST31740,BR154,EMP0254,LP015,LOC081,1,1,2762616.74,9.38,360,22988.09,27626.17,6906.54,1161929,713,50.53,88.06,3137198.21,420786.08,5513096.36,8275713.1,7854927.02,3525,30,24,0,13
LN011173,20211109,CUST07890,BR174,EMP0541,LP025,LOC067,1,2,1548069.87,12.36,240,17435.7,15480.7,3870.17,1639163,795,50.84,66.78,2318163.93,2135578.05,2636497.49,4184567.37,2048989.32,3478,19,0,0,9
LN011174,20200327,CUST49874,BR171,EMP0462,LP007,LOC015,1,5,833630.61,15.18,36,28971.61,8336.31,2084.08,939646,855,22.24,84.26,989355.1,858357.1,209347.53,1042978.13,184621.04,3483,15,0,0,5
LN011175,20191127,CUST10765,BR002,EMP0866,LP033,LOC005,4,2,5000000,12.3,360,52588.13,50000.0,12500.0,2293265,511,19.53,58.04,8614748.45,6478182.35,13931726.96,18931726.96,12453544.61,0,0,54,0,1
LN011176,20220104,CUST47447,BR213,EMP0514,LP004,LOC073,3,4,5000000,16.7,120,85950.66,50000.0,12500.0,2485646,445,40.02,85.23,5866478.94,511938.68,5314079.34,10314079.34,9802140.66,1646,3,86,0,2
LN011177,20260531,CUST20983,BR014,EMP0705,LP016,LOC026,2,3,5000000,17.08,84,102410.32,50000.0,12500.0,1880731,690,49.29,89.51,5585968.05,5108757.96,3602466.98,8602466.98,3493709.02,347,16,22,0,2
LN011178,20221010,CUST30468,BR070,EMP0561,LP018,LOC089,1,4,3360827.85,15.13,60,80183.38,33608.28,8402.07,716662,723,39.01,85.71,3921161.88,4514623.78,1450175.0,4811002.85,296379.06,245,29,12,0,13
LN011179,20200327,CUST32911,BR013,EMP0549,LP013,LOC025,3,5,877909.79,12.41,24,41494.55,8779.1,2194.77,1805034,550,14.54,50.1,1752314.94,305477.51,117959.49,995869.28,690391.77,1566,18,49,0,15
LN011180,20220207,CUST44251,BR214,EMP0221,LP026,LOC100,1,5,2117287.96,11.41,240,22448.23,21172.88,5293.22,1009515,441,45.14,66.41,3188206.53,2655566.45,3270287.04,5387575.0,2732008.55,4362,19,84,0,14
LN011181,20230124,CUST10137,BR175,EMP0042,LP022,LOC079,3,5,5000000,17.01,36,178288.52,50000.0,12500.0,1788637,829,16.25,85.41,5854115.44,5826142.94,1418386.82,6418386.82,592243.88,3407,4,0,0,10
LN011182,20211128,CUST34260,BR166,EMP0825,LP016,LOC016,2,3,5000000,10.14,120,66463.61,50000.0,12500.0,2138993,828,59.64,52.85,9460737.94,1130340.15,2975632.63,7975632.63,6845292.49,5000,12,0,0,3
LN011183,20240708,CUST14532,BR070,EMP0497,LP011,LOC036,1,3,5000000,11.29,360,48715.01,50000.0,12500.0,1751482,688,51.08,91.07,5490282.2,6494776.92,12537401.95,17537401.95,11042625.03,568,30,29,0,14
LN011184,20220616,CUST00013,BR051,EMP0722,LP038,LOC038,1,2,5000000,14.23,360,60154.99,50000.0,12500.0,1716267,769,54.31,90.72,5511463.84,20287429.84,16655797.56,21655797.56,1368367.72,883,17,6,0,4
LN011185,20261101,CUST30781,BR034,EMP0007,LP014,LOC059,5,5,778619.82,15.39,360,10088.47,7786.2,1946.55,399893,498,25.44,81.05,960666.04,2090148.83,2853228.51,3631848.34,1541699.51,4919,28,67,0,2
LN011186,20200712,CUST13698,BR166,EMP0676,LP022,LOC024,4,1,5000000,8.64,180,49648.16,50000.0,12500.0,2760324,761,38.56,63.49,7875255.95,4599903.86,3936668.6,8936668.6,4336764.75,2510,27,7,0,13
LN011187,20220426,CUST35074,BR060,EMP0010,LP012,LOC031,3,5,1204643.39,7.56,84,18512.85,12046.43,3011.61,327766,590,16.83,79.55,1514322.3,1465630.19,350435.6,1555078.99,89448.8,1607,1,40,0,15
LN011188,20261005,CUST06272,BR220,EMP0677,LP036,LOC085,6,5,935139.79,16.28,360,12786.71,9351.4,2337.85,2516157,507,60.6,46.44,2013651.57,4173316.58,3668076.63,4603216.41,429899.83,17270,280,83,1,9
LN011189,20250330,CUST43412,BR233,EMP0958,LP016,LOC011,4,5,5000000,13.87,36,170572.62,50000.0,12500.0,1940437,675,59.53,76.6,6527415.14,6090163.45,1140614.31,6140614.31,50450.86,1362,15,34,0,5
LN011190,20230115,CUST44019,BR162,EMP0209,LP003,LOC025,1,1,2116511.83,17.99,240,32648.08,21165.12,5291.28,1217491,721,43.28,43.45,4871143.45,7523546.74,5719028.2,7835540.02,311993.28,1295,13,12,0,4
LN011191,20210129,CUST10656,BR219,EMP0796,LP026,LOC070,3,5,381917.18,12.01,240,4207.9,3819.17,954.79,1808827,731,62.02,84.47,452133.52,218328.22,627978.83,1009896.01,791567.79,4448,1,26,0,10
LN011192,20230531,CUST15358,BR127,EMP0758,LP032,LOC093,1,5,5000000,11.41,12,442865.09,50000.0,12500.0,2143064,839,51.07,93.59,5342451.12,2710234.85,314381.06,5314381.06,2604146.21,328,9,0,0,15
LN011193,20221215,CUST08262,BR212,EMP0887,LP019,LOC094,4,1,5000000,14.8,60,118425.38,50000.0,12500.0,2410588,329,36.62,72.11,6933851.06,2999479.93,2105523.0,7105523.0,4106043.06,244,29,100,0,4
LN011194,20240906,CUST35502,BR188,EMP0626,LP012,LOC100,1,1,5000000,14.58,12,450301.23,50000.0,12500.0,1488073,694,61.35,89.93,5559879.91,2481182.44,403614.75,5403614.75,2922432.31,1629,29,35,0,5
LN011195,20220414,CUST00511,BR030,EMP0766,LP027,LOC050,3,1,5000000,12.97,180,63163.44,50000.0,12500.0,2408539,494,16.87,60.13,8315316.81,5017741.95,6369419.35,11369419.35,6351677.4,1446,1,55,0,13
LN011196,20251020,CUST29136,BR159,EMP0656,LP002,LOC032,3,2,4471262.42,13.06,24,212698.0,44712.62,11178.16,1358632,495,33.14,57.72,7746469.9,1941370.39,633489.52,5104751.94,3163381.55,4811,17,70,0,7
LN011197,20231019,CUST18868,BR116,EMP0719,LP028,LOC092,4,2,4592372.15,7.62,48,111295.88,45923.72,11480.93,2356148,402,39.34,79.18,5799914.31,4936793.51,749829.87,5342202.02,405408.51,643,7,93,0,10
LN011198,20261126,CUST02258,BR116,EMP0979,LP027,LOC014,4,5,5000000,9.68,84,82181.55,50000.0,12500.0,2422437,685,12.51,59.9,8347245.41,2812394.94,1903250.33,6903250.33,4090855.39,1908,1,15,0,1
LN011199,20230502,CUST27085,BR238,EMP0733,LP002,LOC024,4,1,5000000,12.49,36,167244.15,50000.0,12500.0,2639503,395,47.12,42.05,11890606.42,1321022.61,1020789.28,6020789.28,4699766.67,3300,14,100,0,14
LN011200,20240926,CUST42534,BR182,EMP0242,LP002,LOC067,1,2,5000000,12.03,60,111298.05,50000.0,12500.0,2380574,833,16.82,80.95,6176652.25,2872362.21,1677883.19,6677883.19,3805520.98,1651,3,0,0,13
LN011201,20200401,CUST13452,BR165,EMP0683,LP036,LOC057,6,4,3799089.28,13.63,120,58144.88,37990.89,9497.72,922144,552,51.48,75.27,5047282.15,4030453.53,3178295.82,6977385.1,2946931.57,15987,314,65,1,9
LN011202,20230602,CUST38376,BR222,EMP0974,LP023,LOC095,4,4,1197880.18,13.27,48,32296.88,11978.8,2994.7,447352,735,58.13,74.08,1617008.88,1216186.31,352370.21,1550250.39,334064.08,3179,10,16,0,10
LN011203,20210321,CUST29353,BR046,EMP0793,LP026,LOC009,2,4,3297826.45,14.01,360,39101.12,32978.26,8244.57,1359017,773,15.02,64.16,5140003.82,804067.28,10778576.06,14076402.52,13272335.24,3885,27,0,0,14
LN011204,20250822,CUST06237,BR097,EMP0754,LP015,LOC033,4,4,1871078.16,15.62,48,52663.44,18710.78,4677.7,376951,536,53.48,91.7,2040434.2,2160988.13,656767.06,2527845.22,366857.08,3722,6,69,0,7
LN011205,20230103,CUST20049,BR126,EMP0647,LP029,LOC008,1,2,4264154.52,13.2,12,381262.9,42641.55,10660.39,1426934,438,61.78,62.88,6781416.23,368784.47,311000.26,4575154.79,4206370.32,4156,21,100,0,7
LN011206,20201018,CUST40653,BR111,EMP0923,LP008,LOC056,5,5,4227992.23,15.17,36,146916.96,42279.92,10569.98,1932816,634,47.82,56.95,7424042.55,3944181.24,1061018.45,5289010.69,1344829.45,4410,12,44,0,7
LN011207,20220719,CUST15566,BR162,EMP0107,LP012,LOC072,5,1,2229990.55,16.99,60,55409.02,22299.91,5574.98,626665,598,23.98,80.64,2765365.27,1145168.06,1094550.61,3324541.16,2179373.1,2977,3,33,0,5
LN011208,20260114,CUST28735,BR229,EMP0010,LP035,LOC085,1,1,3986295.55,10.46,36,129489.17,39862.96,9965.74,853026,590,55.53,71.09,5607392.81,3684095.55,675314.66,4661610.21,977514.66,599,9,52,0,12
LN011209,20241129,CUST39740,BR187,EMP0974,LP018,LOC053,1,3,1588369.52,15.49,12,143731.07,15883.7,3970.92,982239,721,34.25,40.43,3928690.37,1061588.08,136403.28,1724772.8,663184.72,590,28,15,0,13
LN011210,20261115,CUST29777,BR137,EMP0355,LP008,LOC062,1,3,2219051.82,14.64,24,107215.22,22190.52,5547.63,529098,483,56.5,86.65,2560936.9,1408103.36,354113.54,2573165.36,1165062.0,884,29,83,0,12
LN011211,20200527,CUST17390,BR005,EMP0165,LP034,LOC096,4,4,3588628.13,9.7,180,37907.64,35886.28,8971.57,2186365,721,25.05,92.26,3889690.15,4431310.55,3234746.38,6823374.52,2392063.97,2302,27,11,0,12
LN011212,20251117,CUST46328,BR242,EMP0862,LP022,LOC089,4,4,1135783.64,16.55,240,16272.14,11357.84,2839.46,359774,763,23.86,88.92,1277309.54,3331417.4,2769529.48,3905313.12,573895.72,3933,18,0,0,13
LN011213,20230214,CUST02323,BR074,EMP0699,LP020,LOC090,4,3,5000000,13.12,60,114072.75,50000.0,12500.0,2403148,589,44.52,75.49,6623393.83,3437268.59,1844364.82,6844364.82,3407096.23,4309,5,55,0,6
LN011214,20220620,CUST13874,BR070,EMP0972,LP035,LOC020,3,2,2701344.81,14.02,360,32050.24,27013.45,6753.36,1561468,674,20.42,43.47,6214273.77,6566410.5,8836741.29,11538086.09,4971675.59,2864,15,12,0,12
LN011215,20200610,CUST07269,BR079,EMP0198,LP022,LOC043,3,3,5000000,13.7,12,448230.11,50000.0,12500.0,2679984,351,41.2,82.23,6080505.9,3703921.48,378761.37,5378761.37,1674839.89,3119,8,100,0,11
LN011216,20190601,CUST42203,BR160,EMP0214,LP015,LOC074,4,5,5000000,15.73,84,98542.97,50000.0,12500.0,1455599,431,27.5,72.42,6904170.12,4157524.77,3277609.4,8277609.4,4120084.63,2828,16,79,0,1
LN011217,20191124,CUST00049,BR132,EMP0750,LP029,LOC047,3,3,5000000,17.22,60,124855.11,50000.0,12500.0,2862604,382,19.23,72.78,6870019.24,2488285.02,2491306.56,7491306.56,5003021.54,2924,17,84,0,12
LN011218,20220109,CUST47660,BR088,EMP0547,LP034,LOC066,5,2,1781481.68,9.43,120,22983.72,17814.82,4453.7,1260815,720,14.13,78.56,2267670.16,1796610.3,976564.31,2758045.99,961435.69,4256,18,0,0,13
LN011219,20200319,CUST31800,BR096,EMP0126,LP023,LOC084,1,5,5000000,10.84,84,85192.13,50000.0,12500.0,1160071,727,51.1,53.14,9409108.02,1352140.27,2156138.73,7156138.73,5803998.45,1233,11,14,0,2
LN011220,20191029,CUST17226,BR153,EMP0334,LP010,LOC070,5,4,5000000,16.78,12,455501.9,50000.0,12500.0,2560225,745,41.84,58.75,8510638.3,3892065.21,466022.78,5466022.78,1573957.57,4507,19,14,0,3
LN011221,20260424,CUST23604,BR135,EMP0185,LP036,LOC017,5,5,5000000,15.09,24,242647.1,50000.0,12500.0,1335274,489,16.31,42.89,11657729.07,5696971.76,823530.32,5823530.32,126558.55,3504,24,64,0,13
LN011222,20230630,CUST04931,BR064,EMP0154,LP019,LOC099,6,5,3547918.84,18.0,120,63928.25,35479.19,8869.8,2864366,317,61.07,61.2,5797253.0,1569823.79,4123470.71,7671389.54,6101565.76,6620,198,100,1,6
LN011223,20221006,CUST16604,BR085,EMP0375,LP024,LOC019,1,2,1062625.03,8.61,24,48355.83,10626.25,2656.56,829945,587,12.98,91.07,1166822.26,126853.41,97914.8,1160539.84,1033686.43,4061,25,29,0,13
LN011224,20200922,CUST48059,BR045,EMP0735,LP006,LOC069,4,1,5000000,9.39,60,104740.73,50000.0,12500.0,2514746,714,33.13,66.58,7509762.69,3682351.46,1284443.77,6284443.77,2602092.3,954,19,11,0,11
LN011225,20230326,CUST43842,BR179,EMP0510,LP022,LOC080,1,1,5000000,15.26,84,97214.58,50000.0,12500.0,2299862,793,26.96,89.5,5586592.18,3626880.61,3166024.89,8166024.89,4539144.28,366,4,0,0,5
LN011226,20250515,CUST45622,BR142,EMP0588,LP002,LOC053,4,2,2102952.07,16.1,84,41888.83,21029.52,5257.38,1245376,557,62.99,49.35,4261301.05,727346.72,1415709.67,3518661.75,2791315.03,1056,29,72,0,12
LN011227,20240420,CUST12545,BR140,EMP0733,LP002,LOC074,6,1,4241435.76,10.76,60,91712.25,42414.36,10603.59,1487420,549,53.82,77.57,5467881.6,114388.69,1261298.95,5502734.7,5388346.01,3578,172,67,1,5
LN011228,20221005,CUST05245,BR004,EMP0829,LP005,LOC046,3,2,3262765.83,14.84,60,77347.21,32627.66,8156.91,1196512,896,55.17,45.16,7224902.19,3401123.78,1378067.0,4640832.83,1239709.05,2539,24,0,0,1
LN011229,20220314,CUST29913,BR072,EMP0987,LP033,LOC069,1,3,610416.46,16.26,36,21538.87,6104.16,1526.04,803531,568,18.74,69.58,877287.24,125476.02,164982.81,775399.27,649923.25,1710,9,43,0,1
LN011230,20220221,CUST19700,BR033,EMP0574,LP036,LOC073,2,2,2604771.47,16.17,120,43909.7,26047.71,6511.93,2868798,714,41.09,78.93,3300103.22,1136514.72,2664391.94,5269163.42,4132648.7,2065,14,22,0,13
LN011231,20241120,CUST04312,BR220,EMP0772,LP012,LOC079,1,2,5000000,15.59,12,452684.75,50000.0,12500.0,2065048,687,58.02,92.75,5390835.58,3381940.88,432217.06,5432217.06,2050276.18,2582,10,27,0,8
LN011232,20250201,CUST33406,BR245,EMP0025,LP011,LOC100,3,2,5000000,9.12,48,124710.31,50000.0,12500.0,2316200,542,44.06,94.14,5311238.58,1188958.24,986094.76,5986094.76,4797136.52,405,16,66,0,7
LN011233,20220104,CUST09621,BR121,EMP0380,LP005,LOC028,1,2,352077.22,14.32,240,4460.22,3520.77,880.19,1191898,594,25.19,50.12,702468.51,133846.47,718374.66,1070451.88,936605.42,4419,28,42,0,8
LN011234,20211127,CUST17102,BR244,EMP0416,LP018,LOC047,4,1,3443700.45,14.32,60,80701.34,34437.0,8609.25,2991682,515,27.72,40.82,8436306.83,2202543.38,1398380.0,4842080.45,2639537.07,1754,3,58,0,3
LN011235,20240126,CUST40347,BR018,EMP0174,LP018,LOC082,4,3,5000000,10.69,24,232320.22,50000.0,12500.0,2656952,665,60.7,91.31,5475851.49,4899510.14,575685.29,5575685.29,676175.16,2487,28,44,0,5
LN011236,20211108,CUST06811,BR009,EMP0278,LP022,LOC034,3,5,3981794.54,10.04,120,52707.95,39817.95,9954.49,1437764,542,11.18,87.12,4570471.24,960917.83,2343158.9,6324953.44,5364035.61,0,0,44,0,15
LN011237,20200601,CUST38954,BR206,EMP0689,LP008,LOC075,6,5,2942565.68,12.58,48,78329.65,29425.66,7356.41,2024031,314,48.51,41.5,7090519.72,49280.89,817257.68,3759823.36,3710542.47,8028,99,100,1,8
LN011238,20250109,CUST14107,BR184,EMP0770,LP016,LOC044,1,2,4215565.19,16.61,12,383699.79,42155.65,10538.91,1164470,502,22.61,84.2,5006609.48,3182568.54,388832.25,4604397.44,1421828.9,471,1,57,0,11
LN011239,20231128,CUST42814,BR216,EMP0945,LP018,LOC059,1,1,5000000,10.29,180,54620.79,50000.0,12500.0,2994966,477,59.67,91.51,5463883.73,8333430.48,4831741.84,9831741.84,1498311.36,3925,14,89,0,10
LN011240,20231205,CUST14995,BR158,EMP0249,LP010,LOC055,4,4,5000000,10.45,120,67327.59,50000.0,12500.0,1705818,680,43.67,88.33,5660590.97,6084291.65,3079310.88,8079310.88,1995019.23,1379,22,25,0,7
LN011241,20210427,CUST18385,BR231,EMP0733,LP033,LOC096,4,5,3357905.71,8.77,120,42119.68,33579.06,8394.76,691332,632,63.9,68.85,4877132.47,3580439.82,1696456.13,5054361.84,1473922.02,1430,14,43,0,14
LN011242,20220509,CUST14176,BR044,EMP0324,LP020,LOC006,1,4,4587749.87,8.84,120,57719.16,45877.5,11469.37,974874,384,24.66,86.84,5282991.56,4789758.14,2338549.54,6926299.4,2136541.26,1365,20,96,0,11
LN011243,20260415,CUST31447,BR160,EMP0518,LP029,LOC050,1,3,5000000,17.86,60,126586.65,50000.0,12500.0,2800236,787,47.29,74.22,6736728.64,851809.03,2595198.76,7595198.76,6743389.73,428,14,2,0,13
LN011244,20260508,CUST18895,BR177,EMP0033,LP038,LOC033,4,5,5000000,7.53,240,40371.43,50000.0,12500.0,2550243,627,34.28,94.98,5264266.16,1616361.37,4689142.99,9689142.99,8072781.62,2060,7,32,0,8
LN011245,20200822,CUST30349,BR176,EMP0697,LP025,LOC072,2,5,2252705.71,16.37,84,45219.4,22527.06,5631.76,1571321,533,28.18,66.98,3363251.28,791298.93,1545724.0,3798429.71,3007130.78,3103,29,55,0,8
LN011246,20230925,CUST16615,BR001,EMP0394,LP033,LOC068,1,1,243687.13,13.67,24,11662.17,2436.87,609.22,996701,895,55.63,86.45,281882.16,254756.5,36204.89,279892.02,25135.52,2457,28,0,0,4
LN011247,20251114,CUST48971,BR151,EMP0078,LP037,LOC084,3,2,5000000,10.52,360,45811.74,50000.0,12500.0,2921349,875,45.94,63.89,7825950.85,7628561.47,11492227.93,16492227.93,8863666.47,2536,10,0,0,6
LN011248,20211112,CUST02565,BR131,EMP0749,LP027,LOC058,4,3,3455155.53,17.49,12,315930.62,34551.56,8637.89,1580975,786,42.34,50.77,6805506.26,1909807.71,336011.88,3791167.41,1881359.7,1223,19,0,0,2
LN011249,20251018,CUST13001,BR246,EMP0931,LP029,LOC003,1,1,5000000,8.96,360,40087.31,50000.0,12500.0,2712673,890,46.66,62.18,8041170.79,831955.83,9431430.99,14431430.99,13599475.16,1756,14,0,0,5
LN011250,20210915,CUST44036,BR159,EMP0338,LP013,LOC036,2,3,5000000,14.26,180,67462.75,50000.0,12500.0,1535931,740,52.42,57.53,8691117.68,902019.01,7143294.33,12143294.33,11241275.32,936,7,20,0,15
LN011251,20210814,CUST12932,BR011,EMP0415,LP001,LOC062,1,3,3494019.36,7.69,48,84791.71,34940.19,8735.05,1385591,335,10.63,49.05,7123383.0,1092177.59,575982.54,4070001.9,2977824.31,1200,26,93,0,7
LN011252,20231227,CUST05790,BR053,EMP0882,LP018,LOC100,3,4,3986583.56,9.18,180,40862.57,39865.84,9966.46,2168055,720,43.62,82.41,4837499.77,456143.16,3368679.55,7355263.11,6899119.95,4648,12,16,0,9
LN011253,20210331,CUST45425,BR197,EMP0332,LP019,LOC089,4,4,885442.27,13.88,24,42462.46,8854.42,2213.61,2266218,651,26.24,75.83,1167667.51,427899.09,133656.73,1019099.0,591199.9,1222,22,23,0,2
LN011254,20250518,CUST05609,BR054,EMP0530,LP021,LOC046,1,1,1297248.94,16.03,120,21754.88,12972.49,3243.12,683437,677,61.51,51.23,2532205.63,857978.55,1313336.8,2610585.74,1752607.19,2979,15,39,0,8
LN011255,20200323,CUST41056,BR140,EMP0985,LP039,LOC064,1,5,2775236.97,17.42,60,69600.07,27752.37,6938.09,2723473,831,61.3,92.26,3008060.88,3765697.92,1400767.37,4176004.34,410306.42,335,26,0,0,11
LN011256,20260601,CUST27479,BR134,EMP0694,LP011,LOC024,1,2,5000000,16.76,24,246635.11,50000.0,12500.0,2276028,639,62.37,54.89,9109127.35,3912679.64,919242.66,5919242.66,2006563.02,499,21,47,0,12
LN011257,20231109,CUST06808,BR066,EMP0391,LP012,LOC030,6,1,5000000,11.52,12,443121.98,50000.0,12500.0,1554703,359,59.97,82.93,6029181.24,4984007.3,317463.8,5317463.8,333456.5,6190,350,100,1,15
LN011258,20250208,CUST32697,BR154,EMP0553,LP004,LOC020,1,3,5000000,8.24,240,42571.9,50000.0,12500.0,2045379,839,10.09,80.81,6187353.05,2874128.14,5217256.97,10217256.97,7343128.83,3655,27,0,0,4
LN011259,20230615,CUST46084,BR188,EMP0098,LP018,LOC071,1,1,953606.2,16.04,360,12854.45,9536.06,2384.02,340624,701,61.05,75.59,1261550.73,2702863.8,3673995.36,4627601.55,1924737.75,0,0,29,0,8
LN011260,20261130,CUST08277,BR134,EMP0130,LP013,LOC096,2,2,2421558.62,8.54,240,21076.19,24215.59,6053.9,613664,789,41.16,77.51,3124188.65,1251269.6,2636727.99,5058286.61,3807017.02,3739,18,3,0,5
LN011261,20220602,CUST03999,BR068,EMP0376,LP014,LOC001,5,3,3540001.78,16.82,48,101817.53,35400.02,8850.0,2006942,423,34.63,65.89,5372593.38,699973.87,1347239.85,4887241.63,4187267.77,2161,7,81,0,7
LN011262,20210706,CUST27551,BR232,EMP0986,LP014,LOC099,4,4,2843589.27,13.75,360,33131.01,28435.89,7108.97,1038485,613,55.85,75.04,3789431.33,8638533.65,9083576.12,11927165.39,3288631.74,683,25,47,0,8
LN011263,20220416,CUST01645,BR044,EMP0697,LP031,LOC060,6,1,1833221.22,11.92,60,40704.92,18332.21,4583.05,2385204,571,55.92,62.0,2956808.42,2094987.2,609074.06,2442295.28,347308.08,3643,119,57,1,13
LN011264,20251204,CUST46194,BR128,EMP0038,LP013,LOC029,1,5,5000000,15.59,84,98146.3,50000.0,12500.0,1814087,426,40.4,45.92,10888501.74,2077656.07,3244289.03,8244289.03,6166632.96,4143,22,88,0,4
LN011265,20211229,CUST21837,BR069,EMP0881,LP026,LOC005,1,1,5000000,14.29,120,78507.41,50000.0,12500.0,2942624,608,19.13,83.25,6006006.01,2778110.53,4420889.8,9420889.8,6642779.27,3641,23,29,0,9
LN011266,20261012,CUST40312,BR075,EMP0696,LP039,LOC087,3,2,3503894.86,16.1,48,99480.91,35038.95,8759.74,1747425,557,61.98,58.92,5946868.41,3108335.29,1271188.76,4775083.62,1666748.33,2742,25,71,0,10
LN011267,20200221,CUST03389,BR199,EMP0836,LP006,LOC015,5,1,5000000,14.86,24,242100.79,50000.0,12500.0,2327200,638,40.42,91.45,5467468.56,5681995.14,810419.01,5810419.01,128423.87,3094,18,32,0,8
LN011268,20251202,CUST07780,BR063,EMP0926,LP011,LOC088,1,2,3587042.86,10.6,240,36053.59,35870.43,8967.61,1092696,866,41.07,65.72,5458068.87,5507271.72,5065818.17,8652861.03,3145589.31,3617,1,0,0,1
LN011269,20250129,CUST07834,BR094,EMP0948,LP036,LOC016,6,3,5000000,15.19,360,63982.55,50000.0,12500.0,2803489,352,54.4,90.46,5527304.89,13439828.02,18033716.89,23033716.89,9593888.87,17966,204,100,1,2
LN011270,20250426,CUST02102,BR152,EMP0717,LP007,LOC005,1,1,2194085.68,13.66,36,74626.84,21940.86,5485.21,1550922,590,47.6,50.1,4379412.53,108916.38,492480.49,2686566.17,2577649.79,1738,4,55,0,12
LN011271,20190110,CUST45266,BR064,EMP0569,LP016,LOC016,1,2,5000000,12.42,36,167076.34,50000.0,12500.0,2978314,568,57.27,65.32,7654623.39,4529501.8,1014748.08,6014748.08,1485246.28,3380,21,66,0,5
LN011272,20251105,CUST22397,BR239,EMP0477,LP012,LOC074,1,5,726900.84,16.02,60,17684.54,7269.01,1817.25,364236,581,54.1,91.38,795470.38,210382.5,334171.65,1061072.49,850689.99,3706,28,51,0,6
LN011273,20221008,CUST35899,BR215,EMP0088,LP029,LOC100,1,1,5000000,7.92,84,77731.94,50000.0,12500.0,1888586,376,53.28,91.21,5481855.06,4775258.11,1529482.63,6529482.63,1754224.52,1681,23,100,0,7
