Loan_ID,Date_Key,Customer_ID,Branch_ID,Employee_ID,Loan_Product_ID,Location_ID,Loan_Status_ID,Payment_Method_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Monthly_EMI,Processing_Fee,Insurance_Fee,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_To_Value,Collateral_Value,Outstanding_Balance,Total_Interest,Total_Repayment,Paid_Amount,Late_Fee,Days_Past_Due,Risk_Score,Default_Flag,Approval_Time_Days
LN002573,2023-07-29,CUST16803,BR174,EMP0276,LP009,LOC076,5,5,1470623.85,12.94,180,18548.93,14706.24,3676.56,1871702,879,47.28,91.85,1601114.7,3087823.48,1868183.71,3338807.56,250984.08,4771.0,13.0,0.0,0.0,13.0
LN002574,2026-04-25,CUST13266,BR155,EMP0614,LP017,LOC044,6,1,1929740.57,14.41,240,24573.48,19297.41,4824.35,404931,376,49.62,73.9,2611286.29,4719988.36,3967893.44,5897634.01,1177645.65,13376.0,354.0,100.0,1.0,5.0
LN002575,2026-10-13,CUST12160,BR125,EMP0520,LP024,LOC090,5,2,2637102.66,10.08,48,66985.1,26371.03,6592.76,693799,807,29.82,72.92,3616432.61,1176867.28,578182.04,3215284.7,2038417.42,3501.0,24.0,0.0,0.0,6.0
LN002576,2026-01-10,CUST02266,BR176,EMP0596,LP025,LOC079,3,5,486614.09,10.85,240,4973.19,4866.14,1216.54,557518,607,43.79,77.13,630901.19,562530.27,706952.48,1193566.57,631036.3,4592.0,30.0,40.0,0.0,13.0
LN002577,2024-10-26,CUST25140,BR196,EMP0032,LP034,LOC009,4,1,639112.26,10.46,36,20760.66,6391.12,1597.78,265206,393,21.24,62.01,1030659.99,64210.05,108271.42,747383.68,683173.63,4288.0,13.0,85.0,0.0,9.0
LN002578,2026-04-17,CUST21869,BR143,EMP0679,LP033,LOC037,4,2,1676251.77,16.24,36,59130.85,16762.52,4190.63,1390830,567,56.22,49.56,3382267.5,469228.54,452458.76,2128710.53,1659481.99,4679.0,6.0,63.0,0.0,13.0
LN002579,2019-10-25,CUST46866,BR151,EMP0078,LP033,LOC008,1,5,3263683.72,10.62,48,83750.6,32636.84,8159.21,1227000,611,42.52,65.79,4960759.57,3832465.73,756345.08,4020028.79,187563.06,3178.0,24.0,45.0,0.0,12.0
LN002580,2021-12-06,CUST11573,BR031,EMP0569,LP008,LOC072,1,3,2150478.64,16.41,180,32200.96,21504.79,5376.2,525593,333,19.14,45.03,4775657.65,4177455.13,3645693.98,5796172.62,1618717.49,3265.0,5.0,99.0,0.0,10.0
LN002581,2026-10-04,CUST28886,BR080,EMP0397,LP001,LOC028,1,2,2794607.71,8.62,24,127184.24,27946.08,6986.52,800063,358,16.23,83.26,3356482.96,1558806.86,257814.1,3052421.81,1493614.95,2102.0,22.0,88.0,0.0,8.0
LN002582,2022-07-13,CUST34465,BR140,EMP0565,LP006,LOC011,1,4,4954920.02,9.25,120,63439.19,49549.2,12387.3,1581546,845,57.14,46.4,10678706.94,5948222.64,2657782.75,7612702.77,1664480.13,1471.0,14.0,0.0,0.0,2.0
LN002583,2025-03-16,CUST37122,BR027,EMP0010,LP037,LOC045,6,2,3074057.98,7.7,24,138611.09,30740.58,7685.14,656276,530,46.23,49.95,6154270.23,1797452.08,252608.13,3326666.11,1529214.03,6567.0,293.0,65.0,1.0,4.0
LN002584,2025-02-03,CUST42752,BR005,EMP0077,LP014,LOC085,1,4,402538.05,16.43,240,5730.59,4025.38,1006.35,384171,759,15.0,72.82,552785.02,154510.41,972803.76,1375341.81,1220831.4,2371.0,29.0,0.0,0.0,10.0
LN002585,2023-05-07,CUST05398,BR222,EMP0722,LP016,LOC052,1,3,5000000.0,16.89,36,177990.03,50000.0,12500.0,2202131,336,50.86,60.05,8326394.67,6174872.51,1407641.14,6407641.14,232768.62,1776.0,23.0,100.0,0.0,4.0
LN002586,2021-09-14,CUST13554,BR093,EMP0028,LP008,LOC052,6,1,1681570.04,17.73,12,153950.34,16815.7,4203.93,2016695,491,55.84,54.97,3059068.66,1270442.78,165833.99,1847404.03,576961.26,12900.0,108.0,76.0,1.0,13.0
LN002587,2022-10-16,CUST06587,BR053,EMP0227,LP009,LOC004,2,3,2476512.22,16.58,360,34463.73,24765.12,6191.28,2108622,705,55.49,48.24,5133731.8,2048320.18,9930430.58,12406942.8,10358622.62,1750.0,2.0,21.0,0.0,10.0
LN002588,2026-01-31,CUST44583,BR108,EMP0425,LP022,LOC031,1,5,1148462.55,15.85,48,32459.59,11484.63,2871.16,2613343,542,38.46,92.4,1242924.84,528283.06,409597.8,1558060.34,1029777.29,928.0,7.0,60.0,0.0,6.0
LN002589,2024-08-27,CUST01274,BR180,EMP0012,LP002,LOC071,1,4,1410206.86,14.66,180,19409.71,14102.07,3525.52,677700,605,15.09,57.05,2471878.81,2233973.22,2083541.27,3493748.13,1259774.91,2295.0,3.0,34.0,0.0,6.0
LN002590,2019-01-23,CUST01166,BR058,EMP0592,LP017,LOC099,1,1,4676096.51,14.59,60,110240.18,46760.97,11690.24,1763113,679,50.86,75.36,6205011.3,4044645.58,1938314.57,6614411.08,2569765.51,4997.0,3.0,25.0,0.0,3.0
LN002591,2021-05-24,CUST11088,BR001,EMP0098,LP025,LOC045,4,3,5000000.0,17.28,12,456688.42,50000.0,12500.0,2766779,407,10.87,72.66,6881365.26,3255451.89,480261.03,5480261.03,2224809.15,3839.0,1.0,80.0,0.0,2.0
LN002592,2025-06-27,CUST10586,BR100,EMP0835,LP030,LOC061,3,5,522251.42,8.49,120,6472.38,5222.51,1305.63,337654,662,46.4,77.05,677808.47,273779.23,254433.87,776685.29,502906.07,1707.0,9.0,35.0,0.0,11.0
LN002593,2023-11-02,CUST22661,BR109,EMP0551,LP036,LOC098,4,4,233998.58,16.83,60,5794.1,2339.99,585.0,940666,811,62.01,93.85,249332.54,53775.1,113647.39,347645.98,293870.88,1962.0,26.0,0.0,0.0,13.0
LN002594,2026-07-22,CUST22241,BR059,EMP0292,LP032,LOC049,1,3,876524.65,15.74,180,12714.99,8765.25,2191.31,620723,602,59.88,91.46,958369.4,2025502.69,1412172.79,2288697.44,263194.75,2529.0,2.0,53.0,0.0,10.0
LN002595,2023-02-17,CUST23274,BR004,EMP0981,LP036,LOC007,1,2,2761034.56,16.93,120,47863.73,27610.35,6902.59,858792,350,29.26,65.88,4191005.71,1614544.45,2982613.4,5743647.97,4129103.51,2183.0,29.0,100.0,0.0,13.0
LN002596,2024-01-14,CUST45085,BR036,EMP0608,LP017,LOC027,1,3,1865178.92,17.52,360,27379.96,18651.79,4662.95,2889005,722,38.64,48.77,3824439.04,9612291.42,7991607.05,9856785.97,244494.55,1053.0,16.0,13.0,0.0,12.0
LN002597,2023-10-30,CUST43583,BR077,EMP0453,LP003,LOC020,1,1,458959.65,10.6,180,5101.83,4589.6,1147.4,2004655,502,33.53,49.21,932655.26,863918.89,459368.89,918328.55,54409.66,1756.0,10.0,66.0,0.0,4.0
LN002598,2021-11-08,CUST48694,BR024,EMP0461,LP027,LOC024,1,5,851401.88,13.55,60,19612.56,8514.02,2128.5,2540046,491,37.05,54.62,1558773.13,86956.05,325351.98,1176753.86,1089797.81,3779.0,7.0,65.0,0.0,1.0
LN002599,2022-12-08,CUST36004,BR069,EMP0568,LP011,LOC071,4,2,2335287.46,9.64,360,19875.34,23352.87,5838.22,2119029,416,44.01,89.71,2603151.78,1839618.66,4819836.09,7155123.56,5315504.89,4549.0,30.0,88.0,0.0,13.0
LN002600,2025-07-24,CUST27741,BR167,EMP0677,LP023,LOC056,1,3,3373131.0,15.71,120,55896.27,33731.31,8432.83,823017,411,25.28,62.48,5398737.19,4796626.91,3334421.89,6707552.89,1910925.98,4646.0,14.0,86.0,0.0,7.0
LN002601,2020-11-25,CUST21686,BR231,EMP0049,LP036,LOC034,3,1,1861328.98,8.32,60,38026.74,18613.29,4653.32,493138,661,64.13,93.07,1999923.69,1716192.48,420275.51,2281604.49,565412.02,3938.0,11.0,45.0,0.0,15.0
LN002602,2025-07-04,CUST37943,BR227,EMP0175,LP033,LOC056,4,2,254115.1,11.12,84,4367.12,2541.15,635.29,284748,422,15.89,53.11,478469.39,86313.33,112722.94,366838.04,280524.71,2832.0,10.0,82.0,0.0,1.0
LN002603,2021-10-05,CUST12168,BR241,EMP0948,LP035,LOC098,4,2,5000000.0,8.74,24,227827.71,50000.0,12500.0,1664938,719,40.95,86.99,5747787.1,759486.81,467865.03,5467865.03,4708378.22,4442.0,5.0,10.0,0.0,13.0
LN002604,2025-10-12,CUST02799,BR218,EMP0882,LP022,LOC025,1,4,5000000.0,16.84,240,72732.28,50000.0,12500.0,2066401,315,12.92,70.91,7051191.65,13528549.78,12455747.89,17455747.89,3927198.11,3628.0,3.0,100.0,0.0,8.0
LN002605,2023-07-04,CUST38829,BR037,EMP0713,LP005,LOC075,1,3,573524.15,16.37,24,28183.02,5735.24,1433.81,322888,425,11.93,59.47,964392.38,285005.11,102868.45,676392.59,391387.48,2611.0,29.0,76.0,0.0,15.0
LN002606,2026-12-04,CUST18177,BR007,EMP0871,LP028,LOC076,4,3,2146284.63,12.27,120,31128.88,21462.85,5365.71,1547740,419,40.38,56.79,3779335.49,1976717.11,1589180.39,3735465.01,1758747.91,2700.0,29.0,86.0,0.0,7.0
LN002607,2024-07-21,CUST27828,BR156,EMP0323,LP039,LOC060,5,2,5000000.0,15.24,48,139762.79,50000.0,12500.0,2612215,467,36.17,49.21,10160536.48,5607965.81,1708613.79,6708613.79,1100647.98,451.0,15.0,75.0,0.0,11.0
LN002608,2026-02-12,CUST40358,BR021,EMP0585,LP003,LOC042,1,4,5000000.0,14.67,24,241650.04,50000.0,12500.0,1950788,718,24.61,77.69,6435834.73,441232.26,799600.85,5799600.85,5358368.59,3772.0,28.0,6.0,0.0,9.0
LN002609,2026-04-24,CUST15118,BR039,EMP0973,LP037,LOC100,4,5,4322022.74,14.8,24,209149.94,43220.23,10805.06,2112094,819,51.17,41.84,10329882.27,1802334.49,697575.76,5019598.5,3217264.01,810.0,20.0,0.0,0.0,2.0
LN002610,2024-04-12,CUST00488,BR041,EMP0698,LP018,LOC024,3,3,5000000.0,12.14,48,132013.13,50000.0,12500.0,2044155,543,39.38,43.71,11439029.97,3405961.16,1336630.38,6336630.38,2930669.22,1679.0,8.0,54.0,0.0,2.0
LN002611,2021-02-10,CUST22575,BR221,EMP0691,LP031,LOC092,1,3,5000000.0,9.0,24,228423.71,50000.0,12500.0,2084755,422,50.72,55.78,8963786.3,5123747.39,482169.07,5482169.07,358421.68,1779.0,14.0,95.0,0.0,8.0
LN002612,2025-01-15,CUST31555,BR227,EMP0811,LP015,LOC094,2,1,1217404.38,16.16,84,24291.23,12174.04,3043.51,1558773,652,53.64,62.97,1933308.52,139281.6,823059.29,2040463.66,1901182.06,1689.0,29.0,37.0,0.0,11.0
LN002613,2020-02-05,CUST25981,BR132,EMP0547,LP021,LOC076,6,1,4149649.81,12.47,12,369604.36,41496.5,10374.12,1946700,480,57.75,68.75,6035854.26,4374071.61,285602.57,4435252.38,61180.77,2485.0,189.0,87.0,1.0,5.0
LN002614,2025-02-18,CUST43772,BR094,EMP0486,LP033,LOC095,4,2,3880228.18,12.05,240,42859.99,38802.28,9700.57,1947019,406,12.6,77.28,5020999.2,4839595.24,6406169.38,10286397.56,5446802.32,409.0,16.0,78.0,0.0,5.0
LN002615,2022-03-10,CUST26356,BR207,EMP0733,LP012,LOC072,2,2,2195124.88,12.41,60,49285.36,21951.25,5487.81,965015,839,11.87,91.66,2394855.86,909369.38,761996.56,2957121.44,2047752.06,3654.0,24.0,0.0,0.0,2.0
LN002616,2021-12-08,CUST36961,BR050,EMP0707,LP006,LOC067,1,2,2477728.67,8.9,36,78675.84,24777.29,6194.32,1046855,387,21.08,80.94,3061191.83,1162749.75,354601.69,2832330.36,1669580.6,0.0,0.0,83.0,0.0,1.0
LN002617,2026-03-15,CUST34384,BR202,EMP0757,LP015,LOC036,3,1,2404492.2,11.72,180,28426.23,24044.92,6011.23,719530,881,41.93,79.89,3009753.66,3006487.26,2712228.71,5116720.91,2110233.65,4646.0,13.0,0.0,0.0,4.0
LN002618,2021-08-15,CUST47715,BR122,EMP0665,LP009,LOC090,3,5,5000000.0,14.8,240,65101.8,50000.0,12500.0,2916103,465,14.14,58.99,8476012.88,14010974.61,10624432.94,15624432.94,1613458.33,3090.0,5.0,63.0,0.0,9.0
LN002619,2021-10-17,CUST02240,BR239,EMP0180,LP006,LOC026,4,1,1156201.04,8.04,48,28247.96,11562.01,2890.5,2291293,707,27.1,90.26,1280967.25,1024586.01,199701.05,1355902.09,331316.08,3406.0,14.0,13.0,0.0,3.0
LN002620,2024-09-23,CUST32317,BR080,EMP0613,LP001,LOC061,3,5,5000000.0,14.7,240,64733.88,50000.0,12500.0,1984920,463,10.21,78.22,6392227.05,7631159.83,10536131.09,15536131.09,7904971.26,4038.0,13.0,62.0,0.0,2.0
LN002621,2020-12-12,CUST34806,BR131,EMP0686,LP016,LOC057,5,4,5000000.0,10.95,360,47427.36,50000.0,12500.0,2773869,526,51.63,43.18,11579434.92,13261386.59,12073849.34,17073849.34,3812462.75,1605.0,25.0,72.0,0.0,11.0
LN002622,2024-10-18,CUST06319,BR071,EMP0436,LP037,LOC045,6,5,4712559.68,16.19,120,79500.46,47125.6,11781.4,2739592,555,50.1,53.36,8831633.58,3910846.74,4827495.15,9540054.83,5629208.09,10847.0,175.0,58.0,1.0,7.0
LN002623,2020-02-11,CUST44507,BR022,EMP0349,LP028,LOC087,1,3,5000000.0,16.08,120,84006.01,50000.0,12500.0,1219718,463,11.61,77.35,6464124.11,5057522.74,5080720.81,10080720.81,5023198.07,793.0,1.0,64.0,0.0,12.0
LN002624,2019-11-14,CUST09858,BR144,EMP0909,LP001,LOC033,1,5,1469848.88,17.84,36,53020.66,14698.49,3674.62,2085105,601,40.9,81.65,1800182.34,1837836.99,438894.77,1908743.65,70906.66,2619.0,14.0,42.0,0.0,6.0
LN002625,2023-07-08,CUST12178,BR055,EMP0836,LP029,LOC070,1,5,5000000.0,12.54,48,132998.75,50000.0,12500.0,2035634,869,17.15,64.87,7707723.14,1257736.27,1383939.91,6383939.91,5126203.64,1642.0,13.0,0.0,0.0,15.0
LN002626,2026-04-17,CUST44996,BR085,EMP0656,LP005,LOC091,6,4,5000000.0,16.53,12,454909.27,50000.0,12500.0,1959762,545,52.49,56.05,8920606.6,3129901.95,458911.24,5458911.24,2329009.29,8186.0,218.0,65.0,1.0,7.0
LN002627,2026-12-11,CUST15971,BR173,EMP0253,LP031,LOC095,4,3,5000000.0,17.02,240,73416.08,50000.0,12500.0,1996867,680,22.18,66.5,7518796.99,12820936.52,12619859.9,17619859.9,4798923.38,4397.0,28.0,18.0,0.0,10.0
LN002628,2020-07-19,CUST45089,BR157,EMP0284,LP022,LOC065,4,2,1100108.91,17.72,240,16741.43,11001.09,2750.27,1986435,539,20.55,56.04,1963078.0,353617.58,2917833.47,4017942.38,3664324.79,1461.0,28.0,53.0,0.0,13.0
LN002629,2025-12-12,CUST24729,BR010,EMP0289,LP009,LOC035,4,5,355724.95,11.19,120,4938.45,3557.25,889.31,1610608,573,13.42,46.63,762867.14,298362.14,236888.82,592613.76,294251.62,2826.0,5.0,40.0,0.0,9.0
LN002630,2025-02-16,CUST04694,BR234,EMP0408,LP007,LOC093,5,3,2837689.45,11.82,36,94008.12,28376.89,7094.22,1232085,303,10.14,85.87,3304634.27,1390605.75,546602.95,3384292.4,1993686.64,353.0,23.0,100.0,0.0,4.0
LN002631,2024-07-03,CUST16742,BR024,EMP0641,LP011,LOC056,3,1,772195.15,11.44,84,13401.18,7721.95,1930.49,290295,862,10.83,62.73,1230982.22,159192.57,353504.26,1125699.4,966506.84,3888.0,18.0,0.0,0.0,14.0
LN002632,2024-07-24,CUST47539,BR192,EMP0515,LP014,LOC080,1,1,777784.98,14.04,12,69849.71,7777.85,1944.46,585870,511,35.9,60.19,1292216.28,698663.64,60411.55,838196.53,139532.89,450.0,28.0,64.0,0.0,15.0
LN002633,2023-07-11,CUST24477,BR115,EMP0374,LP024,LOC041,2,3,4091202.2,9.73,36,131493.58,40912.02,10228.01,1513662,786,63.49,77.7,5265382.5,2105371.73,642566.69,4733768.89,2628397.16,126.0,23.0,15.0,0.0,7.0
LN002634,2019-08-31,CUST22111,BR081,EMP0491,LP014,LOC067,4,3,326505.65,11.75,12,28971.46,3265.06,816.26,735691,590,61.05,85.54,381699.38,88177.03,21151.87,347657.52,259480.49,647.0,25.0,59.0,0.0,4.0
LN002635,2019-11-21,CUST28869,BR097,EMP0416,LP002,LOC089,1,5,2369639.97,11.43,360,23339.86,23696.4,5924.1,1480117,468,42.44,68.06,3481692.58,4511872.48,6032710.63,8402350.6,3890478.11,3270.0,24.0,78.0,0.0,8.0
LN002636,2022-09-06,CUST30027,BR086,EMP0868,LP024,LOC034,3,5,654712.99,9.5,36,20972.39,6547.13,1636.78,320055,702,30.5,52.95,1236474.02,439473.1,100292.99,755005.98,315532.88,2641.0,26.0,17.0,0.0,12.0
LN002637,2025-08-08,CUST28524,BR151,EMP0410,LP025,LOC093,6,2,5000000.0,16.48,24,245963.84,50000.0,12500.0,2543172,351,51.68,68.46,7303534.91,2869550.98,903132.26,5903132.26,3033581.27,1643.0,238.0,100.0,1.0,7.0
LN002638,2021-07-02,CUST20042,BR135,EMP0456,LP017,LOC043,6,5,3358276.91,11.6,360,33513.2,33582.77,8395.69,829290,407,57.66,73.69,4557303.45,1449758.82,8706474.42,12064751.33,10614992.51,1721.0,196.0,99.0,1.0,11.0
LN002639,2026-09-18,CUST19086,BR076,EMP0221,LP005,LOC088,5,3,2420443.46,10.38,84,40659.06,24204.43,6051.11,605537,467,34.17,73.6,3288646.0,2287066.4,994917.91,3415361.37,1128294.97,1619.0,15.0,70.0,0.0,7.0
LN002640,2023-05-06,CUST49531,BR143,EMP0497,LP009,LOC032,3,1,5000000.0,17.38,84,103280.04,50000.0,12500.0,1850504,358,38.98,50.89,9825112.99,4799773.79,3675523.51,8675523.51,3875749.72,994.0,11.0,100.0,0.0,5.0
LN002641,2020-02-10,CUST15476,BR103,EMP0498,LP030,LOC062,1,1,5000000.0,15.95,48,141573.4,50000.0,12500.0,2290994,688,49.57,47.29,10573059.84,1743851.32,1795523.13,6795523.13,5051671.81,3933.0,6.0,31.0,0.0,10.0
LN002642,2023-09-24,CUST30911,BR081,EMP0337,LP029,LOC075,4,2,277132.08,13.85,84,5170.52,2771.32,692.83,804406,421,11.32,48.98,565806.61,319674.44,157191.74,434323.82,114649.37,2542.0,8.0,79.0,0.0,9.0
LN002643,2024-12-04,CUST09061,BR097,EMP0861,LP038,LOC058,4,4,4071682.41,8.77,120,51072.9,40716.82,10179.21,2646725,713,24.82,70.02,5815027.72,3757646.21,2057065.08,6128747.49,2371101.29,4876.0,19.0,10.0,0.0,10.0
LN002644,2019-02-03,CUST34037,BR197,EMP0491,LP034,LOC055,4,3,5000000.0,17.86,60,126586.65,50000.0,12500.0,2619132,537,48.1,57.8,8650519.03,6667050.69,2595198.76,7595198.76,928148.07,533.0,9.0,59.0,0.0,13.0
LN002645,2022-04-07,CUST17067,BR120,EMP0286,LP012,LOC059,3,2,1850184.85,10.65,84,31340.21,18501.85,4625.46,2148892,354,36.42,62.66,2952736.75,720425.09,782393.16,2632578.01,1912152.92,3868.0,8.0,99.0,0.0,9.0
LN002646,2024-04-30,CUST18171,BR232,EMP0057,LP030,LOC041,5,2,3894883.75,8.8,60,80473.84,38948.84,9737.21,2823806,392,10.4,64.69,6020843.64,2984791.94,933546.82,4828430.57,1843638.63,353.0,30.0,79.0,0.0,6.0
LN002647,2023-08-23,CUST34289,BR244,EMP0613,LP039,LOC089,1,5,947072.69,14.29,240,11977.04,9470.73,2367.68,328027,417,35.25,88.99,1064246.19,1452170.5,1927417.59,2874490.28,1422319.78,1667.0,3.0,90.0,0.0,11.0
LN002648,2026-07-16,CUST40901,BR056,EMP0859,LP039,LOC081,4,1,3347428.1,17.46,360,48975.18,33474.28,8368.57,1601862,477,64.99,66.3,5048911.17,1228374.36,14283638.01,17631066.11,16402691.75,2105.0,26.0,87.0,0.0,13.0
LN002649,2024-05-16,CUST31614,BR018,EMP0532,LP026,LOC024,4,5,5000000.0,15.22,240,66653.69,50000.0,12500.0,1954506,716,32.21,52.78,9473285.34,9419569.19,10996884.43,15996884.43,6577315.24,1800.0,12.0,10.0,0.0,2.0
LN002650,2021-09-17,CUST00679,BR241,EMP0203,LP010,LOC096,1,5,1314643.47,16.1,240,18388.76,13146.43,3286.61,794528,719,11.5,53.91,2438589.25,2553628.65,3098658.15,4413301.61,1859672.96,2367.0,26.0,2.0,0.0,8.0
LN002651,2024-01-28,CUST01987,BR200,EMP0321,LP015,LOC051,1,2,5000000.0,15.93,60,121404.4,50000.0,12500.0,1378369,604,45.74,55.8,8960573.48,249061.86,2284263.85,7284263.85,7035201.99,3215.0,14.0,43.0,0.0,1.0
LN002652,2025-01-24,CUST42740,BR009,EMP0869,LP005,LOC090,3,3,5000000.0,16.92,240,73036.0,50000.0,12500.0,2477331,480,10.5,41.3,12106537.53,14662355.51,12528639.82,17528639.82,2866284.31,253.0,26.0,65.0,0.0,4.0
LN002653,2023-04-28,CUST21060,BR007,EMP0296,LP023,LOC052,1,2,5000000.0,13.79,12,448441.69,50000.0,12500.0,2038100,837,43.06,88.21,5668291.58,390752.92,381300.31,5381300.31,4990547.39,2689.0,28.0,0.0,0.0,13.0
LN002654,2022-05-15,CUST00956,BR244,EMP0279,LP008,LOC041,3,4,4325796.85,10.3,36,140191.37,43257.97,10814.49,1621764,767,38.45,93.68,4617631.13,2714370.71,721092.5,5046889.35,2332518.63,4035.0,5.0,0.0,0.0,14.0
LN002655,2025-05-26,CUST48678,BR218,EMP0203,LP016,LOC029,4,4,3733591.34,16.34,60,91469.55,37335.91,9333.98,1628775,544,11.1,70.33,5308675.3,524085.63,1754581.66,5488172.99,4964087.36,3325.0,14.0,43.0,0.0,2.0
LN002656,2023-08-24,CUST47009,BR172,EMP0968,LP012,LOC074,5,2,1753237.74,10.45,12,154504.63,17532.38,4383.09,472505,672,39.4,43.46,4034141.14,1457647.89,100817.82,1854055.56,396407.67,2112.0,15.0,31.0,0.0,11.0
LN002657,2023-07-29,CUST24157,BR212,EMP0144,LP014,LOC033,1,3,5000000.0,16.92,60,124047.9,50000.0,12500.0,1799606,738,13.5,85.0,5882352.94,4246246.83,2442874.13,7442874.13,3196627.3,4537.0,24.0,0.0,0.0,12.0
LN002658,2023-08-12,CUST29817,BR173,EMP0178,LP028,LOC034,1,3,264193.0,13.82,240,3250.81,2641.93,660.48,467263,609,48.79,68.06,388176.6,298305.89,516002.26,780195.26,481889.36,1821.0,9.0,51.0,0.0,4.0
LN002659,2022-10-23,CUST41984,BR068,EMP0846,LP012,LOC044,1,5,3243909.92,13.1,120,48626.58,32439.1,8109.77,775847,740,45.56,67.31,4819358.07,1131422.14,2591279.76,5835189.68,4703767.54,2132.0,24.0,15.0,0.0,5.0
LN002660,2026-12-24,CUST29794,BR204,EMP0342,LP005,LOC032,1,3,1046636.62,10.37,24,48475.9,10466.37,2616.59,431896,563,50.44,41.02,2551527.59,578231.38,116785.04,1163421.66,585190.28,524.0,8.0,62.0,0.0,11.0
LN002661,2022-07-15,CUST17658,BR107,EMP0730,LP023,LOC010,4,4,1062317.12,7.74,120,12743.36,10623.17,2655.79,499378,434,44.33,83.02,1279591.8,1363055.52,466885.66,1529202.78,166147.25,1890.0,14.0,88.0,0.0,3.0
LN002662,2022-09-06,CUST15624,BR203,EMP0002,LP015,LOC016,3,3,3766245.99,10.75,360,35157.2,37662.46,9415.61,2494560,623,24.93,85.87,4385985.79,2751897.6,8890347.6,12656593.59,9904695.99,2724.0,22.0,28.0,0.0,11.0
LN002663,2019-03-11,CUST04010,BR150,EMP0169,LP014,LOC014,3,1,5000000.0,8.0,180,47782.6,50000.0,12500.0,1738645,888,23.36,88.43,5654189.75,3782654.37,3600868.76,8600868.76,4818214.39,320.0,18.0,0.0,0.0,4.0
LN002664,2022-01-17,CUST41552,BR188,EMP0782,LP014,LOC024,4,3,1658163.12,16.88,84,33771.0,16581.63,4145.41,1878932,462,30.22,59.04,2808541.87,655370.8,1178601.27,2836764.39,2181393.59,4236.0,28.0,75.0,0.0,10.0
LN002665,2024-08-01,CUST24345,BR099,EMP0816,LP023,LOC094,1,1,5000000.0,16.26,48,142368.09,50000.0,12500.0,2541622,753,43.13,82.51,6059871.53,2772430.12,1833668.1,6833668.1,4061237.98,2976.0,18.0,6.0,0.0,9.0
LN002666,2024-08-28,CUST33323,BR091,EMP0781,LP029,LOC071,2,2,5000000.0,15.74,240,68589.31,50000.0,12500.0,2476147,750,10.83,86.56,5776340.11,983735.94,11461435.17,16461435.17,15477699.22,4275.0,23.0,0.0,0.0,10.0
LN002667,2023-12-31,CUST33976,BR051,EMP0013,LP005,LOC072,3,4,5000000.0,14.13,360,59758.44,50000.0,12500.0,2062630,875,47.42,56.08,8915834.52,3071909.48,16513040.09,21513040.09,18441130.61,0.0,0.0,0.0,0.0,13.0
LN002668,2022-04-12,CUST22379,BR223,EMP0430,LP011,LOC086,3,4,5000000.0,7.54,48,120987.87,50000.0,12500.0,1832045,627,34.61,91.66,5454942.18,509887.73,807417.63,5807417.63,5297529.89,4363.0,11.0,40.0,0.0,14.0
LN002669,2022-09-06,CUST03504,BR204,EMP0594,LP036,LOC005,4,5,999613.61,16.8,36,35539.53,9996.14,2499.03,394939,435,32.02,89.18,1120894.38,1221023.02,279809.57,1279423.17,58400.16,1805.0,9.0,77.0,0.0,1.0
LN002670,2026-02-04,CUST26143,BR212,EMP0266,LP035,LOC033,1,1,2587990.01,9.26,36,82610.91,25879.9,6469.98,2325890,791,53.69,85.36,3031853.34,2088123.25,386002.88,2973992.89,885869.64,2029.0,15.0,3.0,0.0,10.0
LN002671,2024-06-04,CUST05290,BR233,EMP0555,LP040,LOC096,5,5,396724.37,8.11,48,9705.7,3967.24,991.81,756640,300,36.86,49.89,795198.18,113060.66,69149.18,465873.55,352812.89,3334.0,2.0,100.0,0.0,13.0
LN002672,2026-01-25,CUST16560,BR238,EMP0129,LP028,LOC011,1,3,5000000.0,10.38,24,231602.56,50000.0,12500.0,1991092,701,36.88,71.52,6991051.45,49964.01,558461.42,5558461.42,5508497.41,3543.0,10.0,18.0,0.0,3.0
LN002673,2026-11-11,CUST46351,BR007,EMP0557,LP016,LOC014,6,4,991280.78,8.29,120,12179.41,9912.81,2478.2,297967,497,57.62,52.17,1900097.34,1344527.95,470248.25,1461529.04,117001.09,2946.0,113.0,75.0,1.0,5.0
LN002674,2019-10-12,CUST48389,BR099,EMP0898,LP025,LOC092,1,2,5000000.0,13.27,12,447220.0,50000.0,12500.0,1134139,574,18.16,87.15,5737234.65,1058041.37,366639.98,5366639.98,4308598.6,1249.0,15.0,38.0,0.0,3.0
LN002675,2022-05-16,CUST25034,BR215,EMP0758,LP017,LOC036,5,5,281623.84,8.01,120,3418.36,2816.24,704.06,735202,785,34.98,75.41,373456.89,385055.19,128579.67,410203.51,25148.32,4455.0,16.0,0.0,0.0,3.0
LN002676,2019-10-24,CUST16754,BR032,EMP0557,LP008,LOC006,4,1,2115941.68,13.88,240,26127.96,21159.42,5289.85,2175737,361,35.9,84.55,2502592.16,2127634.25,4154769.76,6270711.44,4143077.19,957.0,23.0,100.0,0.0,8.0
LN002677,2019-09-07,CUST48160,BR089,EMP0786,LP026,LOC035,3,2,5000000.0,12.0,84,88263.66,50000.0,12500.0,2924782,776,30.37,81.6,6127450.98,3415309.6,2414147.77,7414147.77,3998838.17,1945.0,28.0,0.0,0.0,7.0
